002575, *ST群兴, 3.86
300831, 派瑞股份, 17.93
300643, 万通智控, 10.49
000626, 远大控股, 14.08
000892, 欢瑞世纪, 2.21
300760, 迈瑞医疗, 441.98
300057, 万顺新材, 4.70
688418, 震有科技, 22.41
002997, 瑞鹄模具, 14.95
300300, 海峡创新, 4.43
300199, 翰宇药业, 5.82
603010, 万盛股份, 27.45
300265, 通光线缆, 9.43
688519, 南亚新材, 27.75
300108, 吉药控股, 3.33
002417, 深南股份, 6.66
605118, 力鼎光电, 15.82
300277, 海联讯, 8.07
600884, 杉杉股份, 16.42
002863, 今飞凯达, 5.01
002980, 华盛昌, 44.04
688559, 海目星, 27.90
603608, 天创时尚, 6.14
002986, 宇新股份, 32.39
002956, 西麦食品, 26.26
601568, 北元集团, 8.67
600232, 金鹰股份, 5.32
300019, 硅宝科技, 17.08
300389, 艾比森, 8.70
300210, 森远股份, 3.93
600967, 内蒙一机, 12.08
600249, 两面针, 4.50
002857, 三晖电气, 12.10
688116, 天奈科技, 63.05
002749, 国光股份, 10.15
688595, 芯海科技, 60.34
300286, 安科瑞, 14.68
601577, 长沙银行, 9.33
600707, 彩虹股份, 7.93
688518, 联赢激光, 13.88
300107, 建新股份, 5.39
603356, 华菱精工, 10.52
002576, 通达动力, 10.24
300220, 金运激光, 14.80
603899, 晨光文具, 95.72
600470, *ST六化, 3.99
002123, 梦网集团, 14.26
300006, 莱美药业, 7.42
002769, 普路通, 5.71
688658, 悦康药业, 21.42
300105, 龙源技术, 4.00
300067, 安诺其, 4.00
002803, 吉宏股份, 29.75
688551, 科威尔, 30.65
002876, 三利谱, 50.79
300018, 中元股份, 5.74
300810, 中科海讯, 35.34
000820, *ST节能, 1.15
605058, 澳弘电子, 21.90
000638, 万方发展, 4.90
603799, 华友钴业, 83.91
002830, 名雕股份, 8.66
000973, 佛塑科技, 4.33
603085, 天成自控, 9.25
603096, 新经典, 45.16
300430, 诚益通, 7.54
002592, ST八菱, 2.90
688788, 科思科技, 119.79
605018, 长华股份, 12.19
603718, 海利生物, 10.74
688571, 杭华股份, 9.29
603045, 福达合金, 10.75
000698, 沈阳化工, 4.65
300282, 三盛教育, 4.07
603222, 济民制药, 10.49
603900, 莱绅通灵, 6.12
603600, 永艺股份, 13.12
003021, 兆威机电, 70.60
603223, 恒通股份, 19.00
603011, 合锻智能, 4.98
601218, 吉鑫科技, 3.81
300195, 长荣股份, 5.28
002902, 铭普光磁, 12.32
002448, 中原内配, 5.28
300206, 理邦仪器, 17.61
601009, 南京银行, 8.23
002309, 中利集团, 4.41
000910, 大亚圣象, 13.54
300165, 天瑞仪器, 4.42
600112, ST天成, 1.18
300597, 吉大通信, 9.44
300688, 创业黑马, 18.34
002512, 达华智能, 3.55
600847, 万里股份, 8.88
688221, 前沿生物-U, 16.88
688021, 奥福环保, 58.67
